second,CH1,CH2,CH3,CH4
-0.1046,3.0292763,-2.2512563,-3.0675903,-5.6600526
-0.10435,2.7880703,-2.4036304,-3.0552763,-5.8889447
-0.1041,2.6784947,-2.5728643,-3.08445,-6.0497487
-0.10385,2.4664623,-2.8639877,-3.0552763,-6.2105527
-0.1036,2.3056583,-3.0552763,-3.0455355,-6.4517587
-0.10335,2.0644522,-3.2964824,-2.9858773,-6.6125627
-0.1031,1.9036482,-3.3768844,-2.9748743,-6.6125627
-0.10285,1.6624422,-3.5655999,-2.9748743,-6.8537688
-0.1026,1.5016382,-3.6180904,-2.982042,-7.0878071
-0.10235,1.1936062,-3.7653184,-2.9748743,-7.1889529
-0.1021,1.0653083,-3.8132143,-2.9748743,-7.1753768
-0.10185,0.7526817,-3.9143601,-2.9748743,-7.3912445
-0.1016,0.5414087,-3.9396985,-3.0460872,-7.5773869
-0.10135,0.295608,-3.9558476,-2.9748743,-7.7381909
-0.1011,0.017509,-3.9765914,-2.8944723,-7.9793969
-0.10085,-0.1640388,-4.0201005,-2.9172376,-8.1174357
-0.1006,-0.267206,-4.0201005,-2.8964938,7.7793969
-0.10035,-0.42801,-3.9396985,-2.956152,7.6185929
-0.1001,-0.6282802,-3.9396985,-2.9339384,7.4577889
-0.09985,-0.9104221,-3.8592964,-2.8944723,7.2767927
-0.0996,-1.1521798,-3.8587448,-2.8944723,7.0557788
-0.09935,-1.3928342,-3.757599,-2.8944723,6.8949748
-0.0991,-1.6760794,-3.6984924,-2.9328351,6.8949748
-0.09885,-1.8752462,-3.6180904,-2.8944723,6.7341708
-0.0986,-2.119577,-3.5345636,-2.8944723,6.5733668
-0.09835,-2.3337897,-3.4572864,-2.7902018,6.3321607
-0.0981,-2.4826726,-3.3322721,-2.7336683,6.2875484
-0.09785,-2.6792663,-3.1356784,-2.7336683,6.1713567
-0.0976,-2.8457682,-2.9691765,-2.8083724,5.9358486
-0.09735,-3.0548347,-2.7876287,-2.7336683,5.7693467
-0.0971,-3.1616784,-2.5728643,-2.7336683,5.8165321
-0.09685,-3.3224824,-2.3995875,-2.7336683,5.5406134
-0.0966,-3.4111554,-2.2429853,-2.7336683,5.4394676
-0.09635,-3.5636884,-2.039065,-2.7336683,5.2869346
-0.0961,-3.613447,-1.9296482,-2.7336683,5.2065326
-0.09585,-3.6341907,-1.7688442,-2.7336683,5.0457286
-0.0956,-3.7136483,-1.6775981,-2.7445124,4.8153667
-0.09535,-3.7244924,-1.4472362,-2.7336683,4.6437185
-0.0951,-3.8572261,-1.2060301,-2.7336683,4.6437185
-0.09485,-3.9656985,-0.9648241,-2.6459397,4.4829145
-0.0946,-4.0595177,-0.7906029,-2.6398491,4.3221105
-0.09435,-4.1265025,-0.4824121,-2.6532663,4.1150655
-0.0941,-4.1814072,-0.321608,-2.6532663,4.1064017
-0.09385,-4.2069045,-0.080402,-2.6580198,3.9201005
-0.0936,-4.1265025,0.0963923,-2.6532663,3.7592964
-0.09335,-4.2069045,0.321608,-2.6532663,3.5617583
-0.0931,-4.0690246,0.5628141,-2.5957884,3.5180904
-0.09285,-4.0439201,0.8040201,-2.6532663,3.3572864
-0.0926,-3.947135,0.9833876,-2.6532663,3.1964824
-0.09235,-3.8852964,1.2864321,-2.5728643,2.9552763
-0.0921,-3.7244924,1.5072872,-2.5525133,2.8952253
-0.09185,-3.6444832,1.6884422,-2.5728643,2.7948651
-0.0916,-3.6440904,1.7688442,-2.5728643,2.5744029
-0.09135,-3.5251667,1.9296482,-2.5728643,2.3924623
-0.0911,-3.4832864,2.0100502,-2.5728643,2.3924623
-0.09085,-3.4028844,2.0904522,-2.6503004,2.2316583
-0.0906,-3.2420804,2.2512563,-2.5728643,2.2316583
-0.09035,-3.1616784,2.3676068,-2.4565137,2.0708542
-0.0901,-3.0160791,2.5076671,-2.4924623,1.8948455
-0.08985,-2.8345313,2.7392073,-2.4980013,1.6688442
-0.0896,-2.7333855,2.9207551,-2.4924623,1.6688442
